the_geom,ATS_Code,Loc_Code,Loc_Name,Managed_by,LCC,PrimaryBui,BIN,BBL,Address,City,BoroNum,State,Zip,GeoDistric,AdiminDist,XCoordinat,YCoordinat
POINT (-73.91188554519852 40.70394250842417),24Q081,Q081,P.S. 81Q Jean Paul Richter,1,2,Q081,4082076,4034370001.0,559 CYPRESS AVENUE,QUEENS,4,NY,11385,24,24,1008681,195754
POINT (-73.89278478483742 40.83615694717478),12X061,X061,P.S. 061 Francisco Oller,1,2,X061,2009865,2029390045.0,1550 CROTONA PARK EAST,BRONX,2,NY,10460,12,12,1013918,243930
POINT (-73.85554326311143 40.70843092338607),28Q167,Q167,Metropolitan Expeditionary Learning School,1,4,Q686,4447233,4.0388608E+9,91-30 METROPOLITAN AVENUE,QUEENS,4,NY,11375,28,28,1024300,197410
POINT (-74.02341970928764 40.63672134257329),20K485,K485,High School of Telecommunication Arts and Technology,1,5,K485,3144482,3058500030.0,350 67 STREET,BROOKLYN,3,NY,11220,20,20,977750,171252
POINT (-73.91781494019487 40.8677415992344),06M098,M098,P.S. 098 Shorac Kappock,1,2,M098,1064871,1022290012.0,512 WEST 212 STREET,MANHATTAN,1,NY,10034,6,6,1006981,255430
POINT (-73.88118705956552 40.820486973543304),08X537,X537,Bronx Arena High School,1,5,X972,2022544,2036220018.0,1440 STORY AVENUE,BRONX,2,NY,10473,8,8,1017135,238225
POINT (-73.92188671484034 40.808694722350545),84X554,X554,New York City Montessori Charter School,2,2,XAFI,2101568,0.0,423 East 138th Street,BRONX,2,NY,10454,7,84,1005874,233916
POINT (-73.98861005207708 40.767848819178006),02M544,M544,Independence High School,1,5,M834,1026841,1010650001.0,850 10TH AVENUE,MANHATTAN,1,NY,10019,2,2,987405,219025
POINT (-73.98118117343905 40.66294584421503),15K107,K107,P.S. 107 John W. Kimball,1,2,K107,3026517,3011010001.0,1301 8 AVENUE,BROOKLYN,3,NY,11215,15,15,989471,180806
POINT (-73.83958399261854 40.83977588386207),08X348,X348,Schuylerville Preparatory High School,1,5,X405,2074045,2053680001.0,3000 EAST TREMONT AVENUE,BRONX,2,NY,10461,11,8,1028637,245271
POINT (-73.993293507485 40.685006946329224),15K497,K497,The Boerum Hill School for International Studies,1,4,K293,3006401,3004020001.0,284 BALTIC STREET,BROOKLYN,3,NY,11201,15,15,986110,188843
POINT (-73.93356254238016 40.757293156951896),30Q112,Q112,P.S. 112 Dutch Kills,1,2,Q112,4004170,4003440001.0,25-05 37 AVENUE,QUEENS,4,NY,11101,30,30,1002656,215186
POINT (-73.79045896830438 40.70648910632775),29Q381,Q381,District 29 Pre-K Center,1,36,Q381,4542034,4102100022.0,168-42 JAMAICA AVENUE,QUEENS,4,NY,11432,29,29,1042346,196739
POINT (-74.15136807345277 40.564100960652816),75R037,R037,The David Marquis School of the Arts,1,7,R840,5061911,5045860001.0,15 FAIRFIELD STREET,STATEN ISLAND,5,NY,10308,31,75,942193,144830
POINT (-73.93262849822807 40.756471935493494),30Q204,Q204,I.S. 204 Oliver W. Holmes,1,3,Q204,4004156,4003430001.0,36-41 28 STREET,QUEENS,4,NY,11106,30,30,1002915,214887
POINT (-73.99234370241157 40.729661447085675),02M586,M586,Harvey Milk High School,1,5,M807,1080091,1005450026.0,2-10 ASTOR PLACE,MANHATTAN,1,NY,10003,2,2,986372,205112
POINT (-73.87549393566502 40.71956778084668),24Q049,Q049,P.S. 049 Dorothy Bonawit Kole,1,15,Q049,4069253,4029900045.0,63-60 80th Street,QUEENS,4,NY,11379,24,24,1018763,201459
POINT (-73.96924860689101 40.68257665425958),75K753,K753,P.S. K753 - School for Career Development,1,5,K085,3057521,3020080001.0,510 CLERMONT AVENUE,BROOKLYN,3,NY,11238,13,75,992779,187959
POINT (-73.93099105455583 40.84931133104908),06M143,M143,J.H.S. 143 Eleanor Roosevelt,1,3,M143,1063703,1021550035.0,511 WEST 182ND STREET,MANHATTAN,1,NY,10033,6,6,1003342,248712
POINT (-73.87093165238075 40.76550718552668),30Q127,Q127,P.S. 127 Aerospace Science Magnet School,1,15,Q127,4024487,4011090016.0,98-01 25 AVENUE,QUEENS,4,NY,11369,30,30,1020003,218198
POINT (-73.98751548000958 40.77160350978347),03M452,M452,P.S. 452,1,2,M191,1030320,1011520029.0,210 WEST  61 STREET,MANHATTAN,1,NY,10023,3,3,987708,220393
POINT (-73.97726010301855 40.640127759095975),20K179,K179,P.S. 179 Kensington,1,2,K179,3126001,3053710001.0,202 AVENUE C,BROOKLYN,3,NY,11218,20,20,990561,172493
POINT (-73.9773807979122 40.71988814355767),84M330,M330,Girls Preparatory Charter School of New York,2,15,M188,1004349,1.0035601E+9,442 EAST HOUSTON STREET,NEW YORK,1,NY,10002,1,84,990520,201552
POINT (-73.798272831916 40.70837499911154),28Q349,Q349,The Queens School for Leadership and Excellence,1,2,Q314,4310514,4098130033.0,88-08 164TH STREET,QUEENS,4,NY,11432,28,28,1040178,197421
POINT (-73.91692770115236 40.63445122762312),18K566,K566,Brooklyn Community High School for Excellence and Equity,1,5,K515,3224139,3079980005.0,6565 FLATLANDS AVENUE,BROOKLYN,3,NY,11236,18,18,1007307,170435
POINT (-73.98932934127878 40.717329010237115),02M308,M308,Lower Manhattan Arts Academy,1,5,M445,1005283,1004080030.0,350 GRAND STREET,MANHATTAN,1,NY,10002,2,2,987208,200619
POINT (-73.8579899121759 40.84502319974415),84X378,X378,Icahn Charter School 2,2,15,X498,2116414,2040910001.0,1640 BRONXDALE AVE,BRONX,2,NY,10462,11,84,1023541,247174
POINT (-73.88794085759476 40.86487294714078),10X054,X054,P.S./I.S. 54,1,2,X054,2000000,2032780014.0,2703 WEBSTER AVENUE,BRONX,2,NY,10458,10,10,1015245,254394
POINT (-73.92793859766172 40.700810920379766),32K347,K347,I.S. 347 School of Humanities,1,3,K111,3072497,3031850001.0,35 STARR STREET,BROOKLYN,3,NY,11221,32,32,1004231,194609
POINT (-73.93644291340566 40.7422178786851),24Q560,Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",1,4,Q891,4003540,4002820001.0,47-07 30TH PLACE,QUEENS,4,NY,11101,24,24,1001862,209693
POINT (-73.97664843226302 40.67880982048877),75K077,K077,P.S. K077,1,7,K902,3259250,3009410050.0,62 PARK PLACE,BROOKLYN,3,NY,11217,13,75,990727,186586
POINT (-73.99042885586742 40.77271815255794),03M191,M191,The Riverside School for Makers and Artists,1,15,M342,1088870,1011717510.0,300 WEST 61ST STREET,NEW YORK,1,NY,10023,3,3,986901,220799
POINT (-73.74989164387614 40.60401913060031),84Q375,Q375,Success Academy Charter School - Far Rockaway,2,2,Q053,4298234,4155570025.0,10-45 NAMEOKE STREET,QUEENS,4,NY,11691,27,84,1053700,159436
POINT (-73.732290965094 40.73185373142299),26Q018,Q018,P.S. 018 Winchester,1,2,Q018,4166561,4079550002.0,86-35 235 COURT,QUEENS,4,NY,11427,26,26,1058445,206024
POINT (-73.92381831227497 40.866381604513855),06M314,M314,Muscota,1,2,M176,1064900,1022340007.0,4862 BROADWAY,MANHATTAN,1,NY,10034,6,6,1005321,254933
POINT (-73.98861005207708 40.767848819178006),02M400,M400,High School for Environmental Studies,1,5,M834,1026841,1010650001.0,444 WEST 56 STREET,MANHATTAN,1,NY,10019,2,2,987405,219025
POINT (-74.02944425973524 40.621025251861774),20K264,K264,P.S. 264 Bay Ridge Elementary School For The Arts,1,2,K264,3413664,3060620141.0,371 89th Street,BROOKLYN,3,NY,11209,20,20,976076,165534
POINT (-73.90573490916509 40.824717308044015),08X146,X146,P.S. 146 Edward Collins,1,2,X146,2004498,2026320027.0,968 CAULDWELL AVENUE,BRONX,2,NY,10456,8,8,1010339,239758
POINT (-73.98331248578077 40.68743230945353),75K369,K369,P.S. K369 - Coy L. Cox School,1,7,K369,3000567,3001720055.0,383 STATE STREET,BROOKLYN,3,NY,11217,15,75,988878,189727
POINT (-73.84340011137341 40.71554320257886),28Q101,Q101,P.S. 101 School in the Gardens,1,2,Q101,4078312,4032700001.0,2 RUSSELL PLACE,QUEENS,4,NY,11375,28,28,1027662,200007
POINT (-73.88244627902664 40.739644759821346),24Q007,Q007,P.S. 007 Louis F. Simeone,1,2,Q007,4467710,4015380075.0,80-55 CORNISH AVENUE,QUEENS,4,NY,11373,24,24,1016826,208771
POINT (-73.93574363319196 40.75259813301149),84Q321,Q321,Growing Up Green Charter School,2,15,QARY,4436782,4003980001.0,39-37 28th Street,LONG ISLAND CITY,4,NY,11101,30,84,1002053,213475
POINT (-73.93771793524722 40.69467658202023),84K782,K782,Bedford Stuyvesant New Beginnings Charter School,2,15,KAKB,3043017,3015910045.0,82 LEWIS AVENUE,BROOKLYN,3,NY,11206,16,84,1001521,192372
POINT (-73.87461436198832 40.75756795771095),30Q227,Q227,I.S. 227 Louis Armstrong,1,3,Q227,4034891,4014230001.0,32-02 JUNCTION BOULEVARD,QUEENS,4,NY,11369,30,30,1018987,215304
POINT (-73.96875946620911 40.6953891103728),13K670,K670,Benjamin Banneker Academy,1,5,K914,3054323,3018880034.0,71-77 CLINTON AVENUE,BROOKLYN,3,NY,11205,13,13,992913,192627
POINT (-73.78640314006421 40.696910625187286),28Q284,Q284,York Early College Academy,1,4,Q008,4216655,4101780001.0,108-35 167 STREET,QUEENS,4,NY,11433,28,28,1043479,193252
POINT (-73.99904519346006 40.63693232738535),20K160,K160,P.S. 160 William T. Sampson,1,2,K160,3138276,3056530021.0,5105 Fort Hamilton Parkway,BROOKLYN,3,NY,11219,20,20,984515,171328
POINT (-73.92996014080342 40.81571267568886),07X427,X427,Community School for Social Justice,1,5,X884,2001027,2023440096.0,350 GERARD AVENUE,BRONX,2,NY,10451,7,7,1003637,236471
POINT (-73.99613755184038 40.76117959467135),03M479,M479,Beacon High School,1,5,M912,1026924,1010720015.0,522 WEST 44TH STREET,NEW YORK,1,NY,10036,2,3,985320,216595
POINT (-73.92641543955666 40.832609691340686),09X073,X073,P.S. 073 Bronx,1,2,X073,2003051,2025040082.0,1020 ANDERSON AVENUE,BRONX,2,NY,10452,9,9,1004613,242628
POINT (-73.91521754525206 40.69587539404166),32K564,K564,Bushwick Community High School,1,5,K291,3076460,3033430001.0,231 PALMETTO STREET,BROOKLYN,3,NY,11221,32,32,1007760,192814
POINT (-73.88768815436464 40.83682180666354),12X271,X271,East Bronx Academy for the Future,1,4,X973,2010604,2029830015.0,1716 SOUTHERN BOULEVARD,BRONX,2,NY,10460,12,12,1015328,244174
POINT (-74.00056552940643 40.6194178284234),20K112,K112,P.S. 112 Lefferts Park,1,2,K112,3157760,3061800001.0,7115 15 AVENUE,BROOKLYN,3,NY,11228,20,20,984093,164947
POINT (-73.87873126712853 40.86948296297335),10X020,X020,"PS/MS 20 P.O.George J. Werdann, III",1,15,X020,2086851,2033300001.0,3050 WEBSTER AVENUE,BRONX,2,NY,10467,10,10,1017790,256077
POINT (-73.94924361602781 40.66575781845077),17K161,K161,P.S. 161 The Crown,1,2,K161,3034181,3012970026.0,330 CROWN STREET,BROOKLYN,3,NY,11225,17,17,998331,181834
POINT (-73.97101126791117 40.79139556830125),03M256,M256,Lafayette Academy,1,3,M118,1032522,1012230005.0,154 WEST  93 STREET,MANHATTAN,1,NY,10025,3,3,992277,227605
POINT (-73.88752395044422 40.75438914423926),30Q145,Q145,I.S. 145 Joseph Pulitzer,1,3,Q145,4442764,4012520001.0,33-34 80 STREET,QUEENS,4,NY,11372,30,30,1015412,214141
POINT (-73.97982969841559 40.68614719887995),15K592,K592,Khalil Gibran International Academy,1,5,K806,3000575,3001740001.0,362 SCHERMERHORN STREET,BROOKLYN,3,NY,11217,15,15,989844,189259
POINT (-73.82627791039116 40.83531840553369),08X014,X014,P.S. X014 Senator John Calandra,1,2,X014,2072754,2053130092.0,3047 BRUCKNER BOULEVARD,BRONX,2,NY,10461,8,8,1032322,243654
POINT (-73.7547476467781 40.70753568179127),29Q134,Q134,P.S. 134 Hollis,1,2,Q134,4440330,4109060001.0,203-02 109 AVENUE,QUEENS,4,NY,11412,29,29,1052246,197146
POINT (-73.85051066493473 40.8664746005652),11X121,X121,P.S. 121 Throop,1,2,X121,2054253,2045260001.0,2750 THROOP AVENUE,BRONX,2,NY,10469,11,11,1025597,254993
POINT (-73.95157536009957 40.65642382747531),75K141,K141,P.S. K141,1,7,K002,3378201,3050500051.0,655 PARKSIDE AVENUE,BROOKLYN,3,NY,11226,17,75,997686,178433
POINT (-73.91521754525206 40.69587539404166),32K291,K291,J.H.S. 291 Roland Hayes,1,3,K291,3076460,3033430001.0,231 PALMETTO STREET,BROOKLYN,3,NY,11221,32,32,1007760,192814
POINT (-73.84619839632704 40.89574108493366),11X087,X087,P.S. 087 Bronx,1,2,X087,2069061,2050180001.0,1935 BUSSING AVENUE,BRONX,2,NY,10466,11,11,1026771,265658
POINT (-73.92739733063657 40.820297517367486),84X465,X465,Boys Preparatory Charter School of New York,2,2,XBCA,2001065,2023480005.0,192 EAST 151ST STREET,BRONX,2,NY,10451,7,84,1004345,238142
POINT (-73.94127812008081 40.693654654784794),16K627,K627,Brighter Choice Community School,1,2,K304,3049420,3017730014.0,280 HART STREET,BROOKLYN,3,NY,11206,16,16,1000534,191999
POINT (-73.90920219233125 40.71188102809588),24Q485,Q485,Grover Cleveland High School,1,5,Q485,4080227,4033630001.0,21-27 HIMROD STREET,QUEENS,4,NY,11385,24,24,1009422,198647
POINT (-73.95157536009957 40.65642382747531),17K002,K002,Parkside Preparatory Academy,1,3,K002,3378201,3050500051.0,655 PARKSIDE AVENUE,BROOKLYN,3,NY,11226,17,17,997686,178433
POINT (-73.85607051781415 40.815043019941676),08X375,X375,The Bronx Mathematics Preparatory School,1,3,X174,2020580,2034780018.0,456 WHITE PLAINS ROAD,BRONX,2,NY,10473,8,8,1024090,236252
POINT (-73.82531710676035 40.586012619439614),27Q262,Q262,Channel View School for Research,1,4,Q410,4303773,4161670099.0,100-00 BEACH CHANNEL DRIVE,QUEENS,4,NY,11694,27,27,1032769,152825
POINT (-73.8532039191528 40.8387592653905),11X567,X567,Linden Tree Elementary School,1,2,X127,2041247,2039480055.0,1560 PURDY STREET,BRONX,2,NY,10462,11,11,1024869,244894
POINT (-73.83316423927769 40.76964991196232),79Q985,Q985,ALC - LINDEN ACADEMY,1,8,Q859,4100749,4043700050.0,30-48 LINDEN PLACE,QUEENS,4,NY,11354,25,79,1030462,219725
POINT (-73.95388123915545 40.709632189382226),14K319,K319,P.S. 319,1,1,K319,3063189,3024240001.0,360 KEAP STREET,BROOKLYN,3,NY,11211,14,14,997036,197818
POINT (-73.94091901056501 40.7855597488575),04M964,M964,Central Park East II,1,15,M050,1083933,1016940001.0,433 EAST 100 STREET,MANHATTAN,1,NY,10029,4,4,1000611,225483
POINT (-73.86164995593063 40.8751727168432),11X265,X265,Bronx Lab School,1,5,X425,2057045,2046330040.0,800 EAST GUN HILL ROAD,BRONX,2,NY,10467,11,11,1022511,258157
POINT (-73.98610528974463 40.695444662271335),13K915,K915,I.S. 915,1,3,K580,3348044,3001310001.0,105 TECH PLACE,BROOKLYN,3,NY,11201,13,13,988103,192646
POINT (-74.00594994921082 40.732603925222044),02M003,M003,P.S. 003 Charrette School,1,2,M003,1009872,1005850041.0,490 HUDSON STREET,MANHATTAN,1,NY,10014,2,2,982601,206184
POINT (-73.90601894406912 40.67221653779601),23K401,K401,Christopher Avenue Community School,1,2,K332,3083608,3036930001.0,51 CHRISTOPHER AVENUE,BROOKLYN,3,NY,11212,23,23,1010320,184197
POINT (-73.98498539063026 40.60813574747394),21K096,K096,I.S. 096 Seth Low,1,3,K096,3174076,3065950033.0,99 AVENUE P,BROOKLYN,3,NY,11204,21,21,988419,160837
POINT (-73.83652520398866 40.86384267848816),11X566,X566,Pelham Gardens Middle School,1,3,X144,2053518,2044930001.0,2545 GUNTHER AVENUE,BRONX,2,NY,10469,11,11,1029467,254041
POINT (-73.92559217236749 40.64785171956924),18K244,K244,P.S. 244 Richard R. Green,1,2,K244,3104513,3047390001.0,5404 TILDEN AVENUE,BROOKLYN,3,NY,11203,18,18,1004898,175315
POINT (-73.92188671484034 40.808694722350545),84X611,X611,AECI II: NYC Charter High School for Computer Engineering and Innovation,2,5,XAFI,2101568,0.0,423 East 138th Street,BRONX,2,NY,10454,7,84,1005874,233916
POINT (-73.83958399261854 40.83977588386207),08X320,X320,Pelham Lab High School,1,5,X405,2074045,2053680001.0,3000 EAST TREMONT AVENUE,BRONX,2,NY,10461,11,8,1028637,245271
POINT (-73.94215439531331 40.78510749447062),84M433,M433,Renaissance Charter High School for Innovation,2,5,M099,1052998,1016930001.0,410 EAST 100 STREET,MANHATTAN,1,NY,10029,4,84,1000269,225318
POINT (-73.92891706808896 40.672710555220604),17K394,K394,M.S. K394,1,15,K210,3036289,3013670022.0,188 ROCHESTER AVENUE,BROOKLYN,3,NY,11213,17,17,1003968,184371
POINT (-73.89826521848029 40.82312451288138),12X480,X480,Bronx Regional High School,1,5,X401,2005366,2026980012.0,1010 REV. J. A. POLITE AVENUE,BRONX,2,NY,10459,12,12,1012407,239180
POINT (-73.87494763747614 40.7569315385364),30Q228,Q228,The Ivan Lafayette Early Childhood School of the Arts,1,1,Q228,4000000,4014230057.0,32-63 93 STREET,QUEENS,4,NY,11369,30,30,1018895,215072
POINT (-73.91994936765849 40.818645755585536),07X381,X381,Bronx Haven High School,1,5,X600,2001874,2024110022.0,333 EAST 151 STREET,BRONX,2,NY,10451,7,7,1006407,237542
POINT (-73.94755756841684 40.69669889101791),75K368,K368,P.S. 368,1,7,K033,3048517,3017430018.0,70 TOMPKINS AVENUE,BROOKLYN,3,NY,11206,14,75,998792,193107
POINT (-73.92518249591221 40.75609954411025),30Q501,Q501,Frank Sinatra School of the Arts High School,1,5,Q570,4003516,4006390016.0,35-12 35TH AVENUE,QUEENS,4,NY,11106,30,30,1004978,214753
POINT (-73.89279785826852 40.64413408895193),18K279,K279,P.S. 279 Herman Schreiber,1,2,K279,3326733,3082300001.0,1070 EAST 104 STREET,BROOKLYN,3,NY,11236,18,18,1014000,173970
POINT (-73.93160407079581 40.678478957335344),16K669,K669,Research and Service High School,1,5,K455,3047996,3017010001.0,1700 FULTON STREET,BROOKLYN,3,NY,11213,16,16,1003221,186472
POINT (-73.87298323415628 40.68921339791677),19K007,K007,P.S. 007 Abraham Lincoln,1,2,K007,3090998,3041060039.0,858 JAMAICA AVENUE,BROOKLYN,3,NY,11208,19,19,1019475,190401
POINT (-73.84167544301609 40.682293430679614),27Q065,Q065,P.S. 65 - The Raymond York Elementary School,1,2,Q884,4438525,4091210011.0,103-22 99 STREET,QUEENS,4,NY,11417,27,27,1028162,187894
POINT (-73.90771853782412 40.671015701055914),23K298,K298,P.S. 298 Dr. Betty Shabazz,1,2,K298,3080768,3035070007.0,85 WATKINS STREET,BROOKLYN,3,NY,11212,23,23,1009849,183759
POINT (-73.92133679647256 40.69326122923771),32K075,K075,P.S. 075 Mayda Cortiella,1,2,K075,3075879,3033140001.0,95 GROVE STREET,BROOKLYN,3,NY,11221,32,32,1006064,191860
POINT (-73.92931552041843 40.69472387878188),32K545,K545,EBC High School for Public Service - Bushwick,1,5,K913,3073462,3032300027.0,1155 DEKALB AVENUE,BROOKLYN,3,NY,11221,32,32,1003851,192391
POINT (-73.93238871440562 40.70110731054445),32K145,K145,P.S. 145 Andrew Jackson,1,2,K145,3071915,3031530011.0,100 NOLL STREET,BROOKLYN,3,NY,11206,32,32,1002997,194716
POINT (-73.96584821234497 40.67631486669633),79K952,K952,ALC - Park Place Academy,1,8,K813,3028862,3011600001.0,355 PARK PLACE,BROOKLYN,3,NY,11238,13,79,993723,185678
POINT (-73.87167456625438 40.711559856209725),24Q087,Q087,P.S./I.S. 087 Middle Village,1,15,Q087,4091737,4037820027.0,67-54 80 STREET,QUEENS,4,NY,11379,24,24,1019826,198543
POINT (-73.9151067164378 40.678124871096806),23K644,K644,Eagle Academy for Young Men II,1,4,K271,3042157,3015500001.0,1137 HERKIMER STREET,BROOKLYN,3,NY,11233,23,23,1007797,186347
POINT (-73.99270058516925 40.76547494997142),02M296,M296,High School of Hospitality Management,1,5,M535,1083802,1010790029.0,525 WEST  50TH STREET,MANHATTAN,1,NY,10019,2,2,986272,218160
POINT (-73.91178853039341 40.66823294399018),23K327,K327,P.S. 327 Dr. Rose B. English,1,15,K327,3081032,3035200008.0,111 BRISTOL STREET,BROOKLYN,3,NY,11212,23,23,1008721,182744
POINT (-73.92227749761963 40.85763321992809),06M005,M005,P.S. 005 Ellen Lurie,1,2,M005,1084201,1021500030.0,3703 TENTH AVENUE,MANHATTAN,1,NY,10034,6,6,1005750,251746
POINT (-73.90289206632195 40.82172320616242),08X559,X559,School for Tourism and Hospitality,1,5,X650,2004807,2026680001.0,900 TINTON AVENUE,BRONX,2,NY,10456,8,8,1011127,238668
POINT (-73.88672186034394 40.84612817481093),12X129,X129,M.S. 129 Academy for Independent Learning and Leadership,1,3,X129,2012957,2031090001.0,2055 MAPES AVENUE,BRONX,2,NY,10460,12,12,1015591,247565
POINT (-73.97101126791117 40.79139556830125),03M258,M258,Community Action School - MS 258,1,3,M118,1032522,1012230005.0,154 WEST  93 STREET,MANHATTAN,1,NY,10025,3,3,992277,227605
POINT (-73.93374097357507 40.79926577687407),04M037,M037,River East Elementary,1,2,M045,1054786,1.0179701E+9,2351 FIRST AVENUE,MANHATTAN,1,NY,10035,4,4,1002595,230478
POINT (-74.00164842829557 40.71131297639896),02M520,M520,Murry Bergtraum High School for Business Careers,1,5,M520,1001388,1.0011301E+9,411 PEARL STREET,MANHATTAN,1,NY,10038,2,2,983793,198427
POINT (-73.9139641031197 40.76176235577622),30Q070,Q070,P.S. 070,1,2,Q070,4442503,4006960014.0,30-45 42 STREET,QUEENS,4,NY,11103,30,30,1008084,216819
POINT (-73.88434825232578 40.681295729194154),19K108,K108,P.S. 108 Sal Abbracciamento,1,2,K108,3087131,3039260045.0,200 LINWOOD STREET,BROOKLYN,3,NY,11208,19,19,1016327,187512
POINT (-74.21861906145985 40.54142201147531),31R062,R062,The Kathleen Grimm School for Leadership and Sustainability,1,2,R062,5086680,5070920039.0,644 Bloomingdale Road,STATEN ISLAND,5,NY,10309,31,31,923487,136607
POINT (-73.96458620090169 40.60880100249855),21K238,K238,P.S. 238 Anne Sullivan,1,15,K238,3176229,3066400013.0,1633 EAST  8 STREET,BROOKLYN,3,NY,11223,21,21,994083,161081
POINT (-73.83861615842156 40.68006591086798),27Q480,Q480,John Adams High School,1,5,Q480,4529513,4095220032.0,101-01 ROCKAWAY BOULEVARD,QUEENS,4,NY,11417,27,27,1029012,187084
POINT (-73.82531710676035 40.586012619439614),27Q324,Q324,Rockaway Park High School for Environmental Sustainability,1,5,Q410,4303773,4161670099.0,100-00 BEACH CHANNEL DRIVE,QUEENS,4,NY,11694,27,27,1032769,152825
POINT (-73.99196698148008 40.74196340520864),02M439,M439,Manhattan Village Academy,1,5,M873,1080668,1008240015.0,43 WEST  22 STREET,MANHATTAN,1,NY,10010,2,2,986476,209594
POINT (-74.01894170739673 40.68949328305494),02M551,M551,Urban Assembly New York Harbor School,1,5,M877,1086340,1000010010.0,"10 SOUTH STREET, SLIP 7",MANHATTAN,1,NY,10004,2,2,978997,190478
